0000 04-04-03 12:08:15 +27C   250   325   16   7 104-53อา ฯ2
0001 036 042 117 020 055 111 047 061 164 130 102 159 255 255 228 248
0002 047 030 114 014 041 143 108 050 163 120 119 158 255 255 253 228
0003 026 000 026 000 093 163 057 036 140 048 082 144 255 255 243 198
0004 011 018 095 000 120 176 020 025 141 144 060 120 255 255 151 175
0005 000 072 184 000 111 181 024 049 242 062 044 221 255 255 130 227
0006 007 084 177 000 082 181 000 064 234 066 045 242 255 255 136 250
0007 007 070 111 000 045 155 000 060 152 050 062 210 254 255 144 249
0008 068 058 073 005 029 087 013 085 109 039 158 194 243 255 111 255
0009 103 056 055 000 043 083 000 086 087 082 221 192 255 254 115 255
0010 122 064 108 000 033 129 011 087 155 035 236 203 255 221 146 255
0011 103 064 138 000 038 130 024 054 191 071 206 201 255 216 177 244
0012 077 052 122 010 009 059 010 054 169 112 165 178 255 227 144 221
0013 066 040 109 006 024 015 068 062 152 141 150 153 255 239 130 253
0014 062 070 136 000 071 050 005 066 185 087 140 123 255 255 131 255
0015 054 030 124 000 071 084 034 061 172 048 126 147 255 255 196 254
0016 022 044 050 000 025 063 062 046 079 042 082 190 255 255 255 222
0017 028 039 043 000 008 019 068 023 075 050 087 186 255 255 255 171
0018 050 027 035 000 065 020 065 032 063 065 127 163 255 255 255 178
0019 091 027 016 006 098 091 038 054 057 104 187 130 255 250 206 245
0020 087 068 031 012 096 106 046 117 083 116 179 216 255 186 223 255
0021 057 125 058 000 026 063 030 143 091 078 130 255 255 233 184 255
0022 040 158 060 000 031 068 013 135 093 081 111 255 255 255 143 255
0023 053 199 085 008 060 062 007 089 122 109 156 255 255 255 129 255
0024 069 212 062 017 071 028 000 068 093 126 198 255 255 255 104 255
0025 064 171 030 000 096 066 000 078 051 062 202 255 255 255 148 255
0026 065 134 052 000 106 082 000 125 091 067 186 255 255 255 108 255
0027 079 097 100 000 100 114 002 100 147 072 168 255 255 255 125 255
0028 124 118 146 005 115 152 015 087 198 098 174 255 255 255 150 255
0029 085 139 152 010 116 153 015 045 205 113 175 255 255 255 151 214
0030 096 112 146 001 107 131 011 000 200 091 196 255 255 255 159 136
0031 106 094 138 000 090 110 016 002 186 088 210 253 255 236 152 147
0032 093 059 110 015 028 061 000 050 155 122 191 194 255 193 111 232
0033 063 041 073 012 001 053 037 072 105 116 141 161 255 183 211 255
0034 018 058 053 000 009 082 080 075 083 048 079 191 255 171 255 255
0035 002 082 133 014 054 077 075 081 187 121 055 244 255 168 255 255
0036 010 119 150 023 082 044 063 067 210 145 066 255 255 171 255 254
0037 039 191 255 000 067 000 049 071 255 089 108 255 255 192 226 255
0038 081 228 255 014 039 000 007 064 255 126 163 255 255 227 132 255
0039 107 218 197 011 022 000 000 059 227 115 214 255 255 254 110 251
0040 115 197 115 013 030 002 002 068 166 133 223 255 255 255 121 255
0041 109 132 255 068 030 000 018 077 255 145 212 255 255 240 155 255
0042 092 056 255 039 022 000 025 101 255 171 186 187 255 212 172 255
0043 073 017 255 060 000 000 030 108 255 215 155 184 255 175 194 255
0044 060 007 252 043 000 008 040 096 255 179 136 194 255 143 214 255
0045 069 021 182 031 000 001 039 056 238 152 151 160 255 112 200 239
0046 076 039 222 021 000 036 034 017 255 135 162 184 255 139 163 152
0047 056 080 251 013 000 040 018 005 255 113 127 246 255 201 156 128
0048 000 085 200 018 000 035 000 013 244 130 028 241 255 237 114 144
0049 000 041 255 025 024 028 013 026 255 141 041 153 255 232 146 175
0050 010 031 255 031 040 060 020 022 255 156 064 138 255 210 164 167
0051 042 070 255 053 037 000 038 067 255 203 115 217 255 173 205 255
0052 081 097 255 003 047 003 026 103 255 092 175 255 255 190 172 255
0053 102 103 255 014 039 002 015 121 255 123 208 255 255 223 149 255
0054 122 116 189 049 000 000 000 164 226 190 232 255 255 255 084 255
0055 122 145 131 004 000 005 001 174 182 084 233 255 255 255 116 255
0056 116 156 253 000 000 003 013 155 255 108 223 255 255 255 148 255
0057 103 108 255 033 000 000 001 106 255 160 216 255 255 186 118 255
0058 082 036 255 018 000 000 000 078 255 126 170 145 255 132 085 255
0059 075 029 255 012 000 000 000 053 255 117 164 142 255 127 085 231
0060 071 032 255 078 000 000 000 021 255 251 157 161 255 123 073 163
0061 066 016 255 093 000 000 000 003 255 255 158 148 255 091 085 159
0062 056 006 255 082 000 018 000 052 255 254 132 091 255 055 096 209
0063 018 002 255 096 000 030 003 058 255 255 070 085 255 061 123 248
0064 000 016 255 160 007 014 009 049 255 255 024 112 255 099 135 226
0065 003 048 255 148 008 000 000 048 255 255 055 182 255 128 099 222
0066 026 101 255 070 009 000 000 064 255 232 087 255 255 145 102 253
0067 031 118 255 015 014 000 000 076 255 119 093 255 255 149 106 255
0068 033 113 255 049 014 000 000 072 255 198 089 255 255 155 104 255
0069 030 083 255 093 001 000 000 065 255 255 092 235 255 175 087 255
0070 033 057 255 092 000 000 005 044 255 255 135 198 255 192 132 211
0071 035 054 255 094 000 001 008 046 255 255 100 191 255 199 131 223
0072 046 068 255 085 000 000 011 082 255 255 116 212 255 167 141 255
0073 043 087 255 057 000 000 002 101 255 205 110 246 255 092 114 255
0074 055 076 255 099 000 000 000 123 255 255 135 225 255 030 105 255
0075 087 066 255 170 000 000 009 109 255 255 186 207 255 017 141 255
0076 103 063 255 147 000 000 057 083 255 255 209 199 255 011 250 255
0077 098 061 255 050 000 000 059 065 255 189 195 195 255 020 248 255
0078 085 058 184 021 000 002 033 048 240 140 173 191 255 057 187 218
0079 055 056 169 038 000 000 009 030 224 175 125 198 255 132 138 189
0080 007 063 243 054 000 000 022 025 255 206 062 210 255 171 165 171
0081 050 087 255 046 000 000 023 004 255 187 123 247 255 161 168 121
0082 070 100 255 019 000 001 036 021 255 132 155 255 255 131 203 163
0083 078 097 255 037 000 009 045 033 255 168 165 255 255 097 221 189
0084 049 079 254 054 000 000 045 042 255 202 117 233 255 085 227 221
0085 018 054 255 074 003 000 034 063 255 244 072 186 255 095 198 253
0086 012 034 255 087 000 000 013 065 255 255 065 182 255 130 144 255
0087 008 036 255 080 000 000 018 053 255 253 058 224 255 147 156 231
0088 000 062 255 040 000 000 000 045 255 174 046 251 255 146 106 217
0089 002 062 251 018 000 000 000 050 255 133 052 237 255 093 077 233
0090 011 073 255 067 000 000 012 025 255 231 066 220 255 053 112 192
0091 029 076 255 068 000 000 005 020 255 232 092 225 255 070 128 151
0092 035 054 255 034 000 000 002 020 255 165 100 183 255 081 122 161
0093 037 001 255 026 000 000 001 008 255 148 104 119 255 078 119 135
0094 042 000 154 008 004 000 017 000 205 088 109 087 255 090 157 113
0095 040 006 102 000 017 000 031 000 141 070 107 113 255 097 188 091
0096 018 002 255 017 036 000 026 012 255 134 070 107 255 086 175 145
0097 000 000 255 055 037 000 023 035 255 209 036 056 255 103 167 202
0098 003 000 255 028 006 000 000 058 255 146 047 043 255 116 100 248
0099 000 000 255 053 000 003 000 068 255 152 044 081 255 120 070 255
0100 003 003 255 023 000 028 000 087 255 135 052 116 255 109 073 255
0101 017 048 255 001 002 019 000 090 255 082 072 174 255 065 040 255
0102 018 080 255 000 024 013 000 081 255 063 072 237 255 037 083 255
0103 016 078 255 000 036 040 000 062 255 071 071 226 255 051 041 254
0104 000 033 255 000 073 050 000 046 255 071 044 144 255 102 044 215
0105 063 000 234 002 055 066 000 053 255 059 062 045 255 156 054 234
0106 019 021 213 000 063 064 000 054 255 082 092 135 255 172 068 237
0107 042 088 211 001 055 059 000 032 255 087 113 250 255 177 069 186
0108 062 119 149 000 093 058 000 045 200 067 141 255 255 184 080 219
0109 063 131 071 000 125 046 000 040 105 089 143 255 255 193 078 207
0110 071 113 054 014 119 043 000 040 085 120 160 255 255 188 059 207
0111 098 066 058 001 105 079 000 065 089 094 198 203 255 174 074 255
0112 124 043 038 041 042 072 000 078 069 156 236 216 255 153 083 255
0113 137 086 069 025 005 069 000 084 106 138 254 250 255 124 110 255
0114 157 126 118 000 034 077 000 073 165 078 255 255 255 078 067 255
0115 172 142 110 000 046 108 000 060 152 048 255 255 238 055 073 246
0116 199 154 087 000 068 171 000 051 124 080 255 255 150 041 075 187
0117 228 169 060 000 109 207 000 046 091 086 255 255 104 039 071 222
0118 255 165 022 032 106 189 000 066 043 131 255 255 084 027 080 255
0119 255 158 115 050 078 139 000 081 163 193 255 255 079 018 086 255
0120 255 134 154 050 082 122 001 076 209 193 255 255 129 032 070 255
0121 255 074 062 044 095 184 000 067 100 183 255 222 211 055 098 241
0122 188 030 044 020 057 191 012 026 088 131 255 135 255 066 145 170
0123 009 040 065 037 061 191 033 067 098 168 052 165 255 056 192 182
0124 104 110 075 046 062 229 017 000 108 189 218 255 255 053 153 101
0125 163 161 036 035 057 229 001 010 110 160 255 255 255 050 116 140
0126 215 224 098 000 016 160 000 018 143 043 255 255 238 059 069 160
0127 247 252 128 000 000 074 000 026 177 085 255 255 217 071 025 179
0128 245 242 098 000 044 029 000 037 135 065 255 255 225 059 031 199
0129 227 229 080 003 055 074 000 044 113 095 255 255 244 051 088 173
0130 164 234 041 022 063 117 000 003 073 136 255 255 255 048 058 121
0131 100 240 081 017 064 141 000 000 118 125 201 255 255 058 114 094
0132 080 252 065 013 022 169 000 000 101 115 171 255 255 053 060 096
0133 093 246 061 002 000 160 000 001 091 095 195 255 255 025 051 115
0134 139 219 029 000 000 160 000 000 070 087 253 255 255 004 040 096
0135 243 159 115 000 042 150 000 006 162 043 255 255 244 000 055 127
0136 255 117 143 000 092 166 000 022 196 034 255 255 194 000 000 168
0137 255 077 152 000 116 193 000 027 219 061 255 255 152 000 001 196
0138 255 075 151 000 134 204 000 021 204 086 255 255 140 000 003 184
0139 255 049 130 007 155 170 000 002 177 105 255 255 142 000 003 146
0140 255 074 053 016 129 095 000 008 086 122 255 255 151 000 014 131
0141 255 139 069 010 048 070 000 012 103 109 255 255 160 000 018 146
0142 255 193 024 000 021 072 000 016 054 042 255 255 150 000 045 154
0143 255 218 016 020 054 071 000 017 114 136 255 255 138 000 009 157
0144 255 232 037 060 094 050 000 009 109 216 255 255 116 000 033 132
0145 255 233 112 041 152 089 000 000 158 176 255 255 103 007 018 089
0146 255 229 126 021 200 174 000 000 175 131 255 255 098 064 036 080
0147 255 230 141 000 202 226 000 000 194 011 255 255 097 000 045 089
0148 255 245 159 011 145 254 000 000 214 114 255 255 094 000 053 104
0149 255 253 118 001 093 213 000 007 163 085 255 255 098 000 033 130
0150 255 251 062 000 089 158 000 012 095 058 255 255 099 000 025 145
0151 255 255 051 006 043 159 000 040 081 103 255 255 108 000 028 208
0152 255 250 057 008 041 174 000 046 090 106 255 255 115 000 040 219
0153 255 211 087 007 062 204 000 046 124 106 255 255 125 002 049 218
0154 255 182 051 003 058 166 000 031 084 096 255 255 119 027 044 203
0155 255 170 069 002 076 127 000 008 105 094 255 255 100 026 045 132
0156 255 147 085 002 092 095 000 000 125 094 255 255 081 009 036 098
0157 255 123 082 010 097 086 029 000 118 113 255 255 066 000 028 091
0158 255 104 080 027 101 121 000 000 121 148 255 255 067 000 024 089
0159 255 106 116 012 137 158 000 003 162 114 255 255 076 009 026 122
0160 255 112 111 000 164 237 000 031 154 059 255 255 079 000 059 187
0161 255 144 099 000 184 255 000 038 167 052 255 255 086 000 059 198
0162 255 180 134 000 247 255 000 021 187 059 255 255 073 000 042 162
0163 255 222 133 016 255 229 000 009 182 129 255 255 064 000 045 132
0164 255 255 105 021 216 169 000 000 146 118 255 255 052 000 041 086
0165 255 255 072 027 115 200 000 000 108 153 255 255 042 000 024 075
0166 230 255 065 026 041 217 000 000 101 143 255 255 033 000 044 100
0167 223 255 060 000 018 198 000 063 087 062 255 255 026 006 067 103
0168 210 255 044 000 001 148 000 007 071 023 255 255 044 037 088 131
0169 191 187 002 000 037 142 000 000 048 078 255 255 051 064 067 109
0170 178 090 052 043 094 181 000 002 128 179 255 255 023 059 054 118
0171 212 068 127 010 117 253 000 015 178 111 255 255 016 052 041 146
0172 242 075 145 014 130 255 000 007 196 114 255 255 027 062 037 126
0173 255 066 128 014 153 240 000 001 175 121 255 255 032 094 042 100
0174 255 095 029 011 171 166 000 000 051 115 255 254 042 133 070 116
0175 255 125 087 004 212 135 011 009 127 135 255 255 068 156 141 132
0176 255 130 054 000 243 153 026 009 106 072 255 255 097 173 178 131
0177 255 116 071 010 213 219 038 037 109 112 255 255 166 184 212 201
0178 255 073 035 024 212 255 037 078 063 145 255 255 214 182 199 255
0179 255 051 070 003 231 255 027 069 143 089 255 255 252 176 179 255
0180 202 066 054 000 236 236 036 053 084 053 255 255 255 180 203 233
0181 139 063 107 003 217 216 046 044 155 097 250 255 255 177 232 222
0182 097 053 195 021 157 205 042 045 251 139 194 220 254 171 211 174
0183 042 051 247 031 087 163 018 000 255 155 108 184 223 160 159 084
0184 010 062 213 038 110 126 008 001 255 166 059 197 216 151 131 115
0185 015 064 199 022 130 090 000 022 255 134 049 202 209 135 081 166
0186 019 060 171 010 113 042 000 044 219 141 079 192 216 115 070 212
0187 024 052 125 010 106 018 000 044 173 114 082 179 243 095 068 207
0188 000 025 101 007 110 014 000 070 144 105 033 124 255 078 053 255
0189 000 006 074 032 069 033 000 106 109 157 018 108 255 097 054 255
0190 000 000 063 002 039 065 000 110 100 087 041 077 255 123 068 255
0191 002 000 111 000 072 087 000 101 158 076 050 067 255 125 060 255
0192 022 000 125 000 111 097 000 078 170 079 085 079 255 113 049 255
0193 052 006 079 000 126 137 000 030 116 103 127 119 255 101 134 183
0194 048 000 081 021 105 111 000 077 119 134 120 146 248 093 092 255
0195 017 000 037 026 174 068 000 137 068 142 069 079 162 124 034 255
0196 000 000 080 007 255 062 000 144 125 106 020 072 168 163 026 255
0197 000 000 120 008 255 069 000 126 167 107 021 069 199 180 087 255
0198 001 000 140 013 244 118 022 063 194 120 049 061 252 182 172 248
0199 020 000 180 014 158 139 039 065 237 119 078 062 255 196 209 255
0200 035 000 161 001 108 177 032 066 226 088 139 126 255 201 189 255
0201 054 000 254 000 109 254 062 049 255 042 127 168 255 205 144 222
0202 053 000 177 000 103 255 000 018 225 045 126 148 255 204 080 147
0203 054 000 085 006 101 252 000 022 129 061 128 138 255 217 083 178
0204 052 000 143 000 113 143 000 066 197 058 123 033 255 213 093 255
0205 039 029 134 015 125 128 000 089 180 125 108 140 255 151 051 255
0206 028 066 052 029 124 134 000 078 082 149 087 210 255 107 041 255
0207 000 088 086 030 124 158 003 062 126 152 035 245 255 069 100 251
0208 000 075 121 004 092 180 000 035 196 097 039 223 255 068 114 192
0209 010 078 117 061 082 153 060 033 160 220 062 231 255 091 081 191
0210 014 085 108 083 055 146 000 037 153 255 066 241 255 117 069 198
0211 035 073 111 071 087 172 001 033 155 235 099 217 255 153 109 195
0212 029 096 073 031 056 234 010 040 108 155 091 193 255 160 139 208
0213 003 037 100 000 066 255 000 039 146 085 048 150 255 165 114 203
0214 000 000 145 019 175 255 000 034 176 131 007 081 255 170 098 195
0215 000 000 091 028 249 255 000 033 133 149 021 088 255 157 056 190
0216 002 027 072 000 221 255 000 015 108 072 068 145 255 167 038 147
0217 027 036 137 000 172 255 000 000 192 058 083 146 255 159 047 101
0218 030 021 214 006 145 255 000 000 255 107 094 119 255 151 033 078
0219 027 030 206 029 093 238 000 003 255 151 087 142 255 187 089 124
0220 010 010 135 084 046 237 006 033 186 113 062 156 255 247 132 191
0221 003 023 105 041 061 232 009 028 144 177 042 136 255 255 137 197
0222 000 032 048 046 074 219 003 007 085 188 028 145 255 255 123 128
0223 000 050 064 023 076 189 006 008 100 137 026 176 255 255 095 132
0224 000 067 087 000 102 152 000 013 131 048 091 211 255 200 055 140
0225 000 081 214 000 172 171 000 002 255 048 037 234 255 138 061 115
0226 000 045 130 025 216 209 000 005 173 149 007 156 255 067 106 152
0227 000 021 128 059 243 212 011 019 177 212 031 122 255 057 170 163
0228 000 060 061 041 238 198 029 009 089 175 067 197 255 067 185 130
0229 000 117 042 040 180 137 021 000 072 174 057 255 255 086 169 144
0230 000 133 091 008 154 074 030 029 133 101 034 255 255 108 188 183
0231 000 123 102 000 104 053 042 045 144 026 022 255 255 124 213 218
0232 000 089 057 000 049 105 040 058 086 088 040 245 255 151 208 249
0233 017 034 115 022 058 161 032 079 168 136 084 141 255 188 190 255
0234 049 000 129 005 115 173 004 065 172 099 121 058 255 253 118 255
0235 042 000 030 000 180 181 000 031 058 054 108 079 255 252 058 182
0236 036 006 017 000 186 189 000 015 053 039 100 091 255 235 089 153
0237 034 019 094 000 149 207 000 031 135 025 098 115 255 198 114 187
0238 030 066 127 026 067 225 017 039 175 146 092 215 252 129 154 207
0239 029 087 102 000 015 235 032 053 143 087 091 247 164 097 192 236
0240 033 050 089 010 043 209 035 048 125 113 096 177 137 080 198 222
0241 027 022 090 019 052 172 031 027 135 130 085 122 157 060 188 176
0242 008 035 092 018 078 129 031 006 131 129 057 145 255 021 188 128
0243 000 033 095 007 096 142 006 000 139 104 047 157 255 000 127 163
0244 011 022 167 006 111 173 000 000 205 132 068 140 255 015 092 078
0245 053 009 092 021 103 203 000 002 133 132 132 132 255 049 113 119
0246 075 034 098 006 092 204 018 011 141 101 163 163 255 059 158 138
0247 128 060 113 000 088 204 027 014 182 081 179 202 255 070 185 172
0248 099 092 182 004 091 187 081 025 241 099 199 254 255 132 220 174
0249 081 086 255 007 119 106 041 041 255 103 169 255 255 218 208 209
0250 061 118 145 000 134 088 007 059 192 044 138 232 255 231 130 228
0251 055 055 030 000 164 101 000 059 054 065 129 182 255 218 117 247
0252 048 036 131 000 182 134 000 052 179 075 119 149 255 190 049 234
0253 049 033 072 014 160 138 000 047 108 124 121 146 255 174 078 221
0254 062 035 061 004 115 130 000 053 091 099 146 148 255 165 097 235
0255 075 040 090 000 093 111 000 059 127 071 165 155 255 166 104 251
0256 074 024 053 000 124 081 000 064 108 084 161 120 255 164 103 255
0257 079 003 071 009 146 074 009 066 110 109 172 086 255 166 076 255
0258 094 044 108 000 175 100 000 047 159 053 192 169 255 171 099 222
0259 098 088 116 000 230 127 001 029 159 092 198 249 255 163 121 181
0260 109 108 128 000 189 145 015 019 176 075 213 255 255 141 157 159
0261 107 115 140 000 161 154 023 038 194 082 211 255 255 125 172 202
0262 091 098 129 013 106 175 040 045 173 121 183 254 255 105 208 217
0263 067 046 053 035 114 172 024 041 084 163 146 162 255 078 169 206
0264 059 035 054 026 159 116 010 022 087 142 134 152 255 054 136 160
0265 058 068 175 000 221 056 002 010 237 078 139 219 255 051 122 136
0266 070 089 219 000 252 041 003 027 255 075 158 252 255 104 120 179
0267 067 107 152 063 231 080 000 055 203 041 147 255 255 070 094 242
0268 039 115 092 020 166 107 000 066 130 135 106 255 255 085 058 255
0269 046 116 058 041 104 111 000 059 107 178 119 255 255 105 045 251
0270 038 072 033 019 140 149 000 062 059 131 102 221 255 134 069 254
0271 026 022 089 000 188 146 000 063 133 075 099 136 255 147 095 254
0272 003 020 157 000 249 099 010 039 213 116 069 123 255 138 141 198
0273 000 060 196 008 248 034 002 007 254 108 046 195 255 122 117 131
0274 032 053 243 010 250 005 001 015 255 112 099 180 250 109 117 150
0275 068 032 222 000 255 023 020 036 255 065 151 140 252 109 165 194
0276 079 025 173 000 255 000 028 051 223 080 168 131 255 128 183 231
0277 078 029 038 002 255 035 021 057 063 094 164 142 255 158 167 241
0278 060 069 050 000 236 090 000 048 082 074 142 220 255 187 078 227
0279 068 091 135 000 232 070 000 039 192 088 149 254 253 203 110 210
0280 078 074 179 004 199 046 000 025 238 028 167 219 255 208 068 173
0281 081 056 160 000 149 054 000 029 216 047 171 183 255 197 078 181
0282 072 041 083 000 131 057 008 048 117 055 165 158 255 158 069 225
0283 089 038 090 000 168 071 000 052 135 035 188 150 255 125 093 232
0284 097 022 090 000 161 110 014 042 127 018 196 121 255 133 148 207
0285 062 000 122 000 147 164 006 060 168 067 138 080 255 149 128 254
0286 028 000 066 000 151 177 002 081 097 085 087 082 255 164 116 255
0287 039 000 143 000 179 137 000 100 196 038 107 073 255 204 063 255
0288 072 027 149 000 204 084 000 097 202 028 159 134 255 250 097 255
0289 088 059 134 000 230 111 007 095 186 052 180 195 255 255 132 255
0290 073 083 137 000 250 112 010 086 188 065 153 243 255 255 137 255
0291 030 110 171 000 255 137 000 068 229 056 085 255 255 255 111 255
0292 000 115 227 000 255 104 009 087 255 076 005 255 255 206 038 255
0293 000 095 255 000 255 087 000 095 255 072 026 255 255 196 082 255
0294 008 084 138 000 230 134 011 086 184 073 061 243 255 199 141 255
0295 052 090 054 000 232 194 018 065 084 027 127 254 255 196 163 255
0296 074 099 086 000 206 185 019 083 126 048 161 255 255 192 165 255
0297 091 119 135 000 120 126 018 089 185 039 186 255 255 205 155 255
0298 082 130 110 000 101 058 008 087 154 082 172 255 255 227 134 255
0299 056 128 138 015 105 016 001 078 191 121 128 255 255 253 116 255
0300 026 121 116 021 110 016 000 082 160 131 082 255 255 255 113 255
0301 000 101 066 015 117 035 008 080 106 121 048 255 255 255 134 255
0302 028 042 146 009 110 105 004 092 198 111 058 153 255 234 122 255
